Person_ID,Sex_Code_Text,Ethnic_Code_Text,LegalStatus,CustodyStatus,MaritalStatus,RawScore,DecileScore
60187,Male,Hispanic,Pretrial,Pretrial Defendant,Single,-1.17,2
60187,Male,Hispanic,Pretrial,Pretrial Defendant,Single,15.0,1
60170,Male,African-American,Post Sentence,Probation,Single,-2.19,4
60170,Male,African-American,Post Sentence,Probation,Single,-0.82,3
60170,Male,African-American,Post Sentence,Probation,Single,20.0,3
60165,Female,African-American,Pretrial,Jail Inmate,Single,-2.53,3
60165,Female,African-American,Pretrial,Jail Inmate,Single,-0.99,4
60165,Female,African-American,Pretrial,Jail Inmate,Single,17.0,2
60180,Female,African-American,Pretrial,Pretrial Defendant,Single,-3.39,1
60180,Female,African-American,Pretrial,Pretrial Defendant,Single,-1.86,1
60180,Female,African-American,Pretrial,Pretrial Defendant,Single,18.0,3
42796,Male,Caucasian,Pretrial,Jail Inmate,Separated,-2.76,2
42796,Male,Caucasian,Pretrial,Jail Inmate,Separated,-0.35,5
42796,Male,Caucasian,Pretrial,Jail Inmate,Separated,20.0,3
60173,Male,Hispanic,Pretrial,Jail Inmate,Single,-1.78,5
60173,Male,Hispanic,Pretrial,Jail Inmate,Single,-0.02,7
60173,Male,Hispanic,Pretrial,Jail Inmate,Single,18.0,3
60172,Male,Caucasian,Pretrial,Pretrial Defendant,Single,-2.92,2
60172,Male,Caucasian,Pretrial,Pretrial Defendant,Single,-0.92,3
60172,Male,Caucasian,Pretrial,Pretrial Defendant,Single,19.0,3
60167,Male,African-American,Other,Probation,Married,-2.6,2
60167,Male,African-American,Other,Probation,Married,-0.99,3
60167,Male,African-American,Other,Probation,Married,22.0,5
9982,Male,African-American,Pretrial,Jail Inmate,Single,-2.29,3
9982,Male,African-American,Pretrial,Jail Inmate,Single,-0.02,7
9982,Male,African-American,Pretrial,Jail Inmate,Single,25.0,6
60184,Female,Caucasian,Post Sentence,Probation,Married,-3.45,1
60184,Female,Caucasian,Post Sentence,Probation,Married,-1.64,2
60184,Female,Caucasian,Post Sentence,Probation,Married,13.0,1
60189,Male,African-American,Post Sentence,Probation,Single,-3.86,1
60189,Male,African-American,Post Sentence,Probation,Single,-1.64,1
60189,Male,African-American,Post Sentence,Probation,Single,17.0,2
60162,Male,African-American,Pretrial,Jail Inmate,Single,-0.8,9
60162,Male,African-American,Pretrial,Jail Inmate,Single,0.22,8
60162,Male,African-American,Pretrial,Jail Inmate,Single,16.0,2
60169,Male,Caucasian,Post Sentence,Probation,Divorced,-3.81,1
60169,Male,Caucasian,Post Sentence,Probation,Divorced,-1.38,2
60169,Male,Caucasian,Post Sentence,Probation,Divorced,24.0,6
60158,Male,Caucasian,Pretrial,Jail Inmate,Single,-3.33,1
60158,Male,Caucasian,Pretrial,Jail Inmate,Single,-1.51,1
60158,Male,Caucasian,Pretrial,Jail Inmate,Single,14.0,1
60186,Female,Hispanic,Other,Probation,Separated,-3.73,1
60186,Female,Hispanic,Other,Probation,Separated,-1.8,1
60186,Female,Hispanic,Other,Probation,Separated,14.0,1
60182,Male,Caucasian,Pretrial,Jail Inmate,Single,-2.24,3
60182,Male,Caucasian,Pretrial,Jail Inmate,Single,-0.94,3
60182,Male,Caucasian,Pretrial,Jail Inmate,Single,21.0,4
60191,Male,Hispanic,Pretrial,Pretrial Defendant,Single,-2.67,2
60191,Male,Hispanic,Pretrial,Pretrial Defendant,Single,-0.33,5
60191,Male,Hispanic,Pretrial,Pretrial Defendant,Single,20.0,3
60192,Male,Caucasian,Pretrial,Pretrial Defendant,Single,-3.74,1
60192,Male,Caucasian,Pretrial,Pretrial Defendant,Single,-1.65,1
60192,Male,Caucasian,Pretrial,Pretrial Defendant,Single,24.0,6
15663,Male,Hispanic,Post Sentence,Probation,Single,-1.74,5
15663,Male,Hispanic,Post Sentence,Probation,Single,0.3,8
15663,Male,Hispanic,Post Sentence,Probation,Single,24.0,6
60174,Female,Hispanic,Other,Probation,Separated,-4.08,1
60174,Female,Hispanic,Other,Probation,Separated,-2.27,1
60174,Female,Hispanic,Other,Probation,Separated,12.0,1
60175,Male,Other,Post Sentence,Probation,Single,-2.23,4
60175,Male,Other,Post Sentence,Probation,Single,-0.26,6
60175,Male,Other,Post Sentence,Probation,Single,16.0,2
60181,Male,Hispanic,Post Sentence,Probation,Married,-3.74,1
60181,Male,Hispanic,Post Sentence,Probation,Married,-2.07,1
60181,Male,Hispanic,Post Sentence,Probation,Married,22.0,5
60159,Female,Caucasian,Pretrial,Jail Inmate,Single,-1.96,5
60159,Female,Caucasian,Pretrial,Jail Inmate,Single,-0.37,6
60159,Female,Caucasian,Pretrial,Jail Inmate,Single,29.0,9
50633,Male,Caucasian,Post Sentence,Probation,Divorced,-0.78,9
50633,Male,Caucasian,Post Sentence,Probation,Divorced,0.69,10
50633,Male,Caucasian,Post Sentence,Probation,Divorced,21.0,4
60198,Male,Caucasian,Pretrial,Jail Inmate,Single,-2.48,3
60198,Male,Caucasian,Pretrial,Jail Inmate,Single,-1.29,2
60198,Male,Caucasian,Pretrial,Jail Inmate,Single,13.0,1
41905,Male,Caucasian,Post Sentence,Probation,Divorced,-3.61,1
41905,Male,Caucasian,Post Sentence,Probation,Divorced,-1.47,1
41905,Male,Caucasian,Post Sentence,Probation,Divorced,17.0,2
60164,Female,African-American,Pretrial,Jail Inmate,Single,-3.31,1
60164,Female,African-American,Pretrial,Jail Inmate,Single,-1.63,2
60164,Female,African-American,Pretrial,Jail Inmate,Single,17.0,2
33539,Male,Caucasian,Post Sentence,Probation,Divorced,-3.55,1
33539,Male,Caucasian,Post Sentence,Probation,Divorced,-1.74,1
33539,Male,Caucasian,Post Sentence,Probation,Divorced,16.0,2
60194,Male,Caucasian,Post Sentence,Probation,Married,-4.05,1
60194,Male,Caucasian,Post Sentence,Probation,Married,-2.11,1
60194,Male,Caucasian,Post Sentence,Probation,Married,17.0,2
60157,Male,Caucasian,Pretrial,Jail Inmate,Single,-3.45,1
60157,Male,Caucasian,Pretrial,Jail Inmate,Single,-1.96,1
60157,Male,Caucasian,Pretrial,Jail Inmate,Single,15.0,1
53968,Female,African-American,Post Sentence,Probation,Single,-3.28,1
53968,Female,African-American,Post Sentence,Probation,Single,-1.58,2
53968,Female,African-American,Post Sentence,Probation,Single,12.0,1
60179,Male,Hispanic,Other,Probation,Married,-2.05,4
60179,Male,Hispanic,Other,Probation,Married,-0.41,5
60179,Male,Hispanic,Other,Probation,Married,14.0,1
60161,Female,Caucasian,Pretrial,Jail Inmate,Divorced,-3.65,1
60161,Female,Caucasian,Pretrial,Jail Inmate,Divorced,-2.23,1
60161,Female,Caucasian,Pretrial,Jail Inmate,Divorced,16.0,2
45854,Male,African-American,Post Sentence,Probation,Married,-2.27,3
45854,Male,African-American,Post Sentence,Probation,Married,0.0,7
45854,Male,African-American,Post Sentence,Probation,Married,22.0,5
60177,Male,African-American,Pretrial,Jail Inmate,Unknown,-3.18,1
60177,Male,African-American,Pretrial,Jail Inmate,Unknown,-1.54,1
60177,Male,African-American,Pretrial,Jail Inmate,Unknown,13.0,1
60185,Female,African-American,Pretrial,Pretrial Defendant,Single,-2.08,4
60185,Female,African-American,Pretrial,Pretrial Defendant,Single,-1.17,3
60185,Female,African-American,Pretrial,Pretrial Defendant,Single,11.0,1
60183,Male,Caucasian,Post Sentence,Probation,Single,-2.96,1
60183,Male,Caucasian,Post Sentence,Probation,Single,-1.23,2
60183,Male,Caucasian,Post Sentence,Probation,Single,20.0,3
60178,Male,African-American,Pretrial,Pretrial Defendant,Single,-2.2,4
60178,Male,African-American,Pretrial,Pretrial Defendant,Single,-0.57,4
60178,Male,African-American,Pretrial,Pretrial Defendant,Single,14.0,1
60163,Male,African-American,Pretrial,Jail Inmate,Single,-2.16,4
60163,Male,African-American,Pretrial,Jail Inmate,Single,-1.14,2
60163,Male,African-American,Pretrial,Jail Inmate,Single,18.0,3
60188,Male,African-American,Post Sentence,Probation,Single,-2.63,2
60188,Male,African-American,Post Sentence,Probation,Single,-1.24,2
60188,Male,African-American,Post Sentence,Probation,Single,12.0,1
60196,Female,African-American,Post Sentence,Probation,Single,-2.04,4
60196,Female,African-American,Post Sentence,Probation,Single,0.47,10
60196,Female,African-American,Post Sentence,Probation,Single,16.0,2
60171,Male,Caucasian,Pretrial,Pretrial Defendant,Single,-2.25,3
60171,Male,Caucasian,Pretrial,Pretrial Defendant,Single,-0.54,4
60171,Male,Caucasian,Pretrial,Pretrial Defendant,Single,19.0,3
60219,Male,Caucasian,Post Sentence,Probation,Widowed,-2.93,2
60219,Male,Caucasian,Post Sentence,Probation,Widowed,-0.58,4
60219,Male,Caucasian,Post Sentence,Probation,Widowed,37.0,10
60228,Female,Caucasian,Pretrial,Jail Inmate,Significant Other,-3.29,1
60228,Female,Caucasian,Pretrial,Jail Inmate,Significant Other,-1.74,1
60228,Female,Caucasian,Pretrial,Jail Inmate,Significant Other,17.0,2
52425,Male,African-American,Pretrial,Jail Inmate,Single,-3.84,1
52425,Male,African-American,Pretrial,Jail Inmate,Single,-1.3,2
52425,Male,African-American,Pretrial,Jail Inmate,Single,18.0,3
60225,Male,African-American,Pretrial,Jail Inmate,Divorced,-1.94,5
60225,Male,African-American,Pretrial,Jail Inmate,Divorced,0.29,8
60225,Male,African-American,Pretrial,Jail Inmate,Divorced,34.0,10
60202,Male,Native American,Pretrial,Jail Inmate,Single,-1.72,6
60202,Male,Native American,Pretrial,Jail Inmate,Single,-0.61,4
60202,Male,Native American,Pretrial,Jail Inmate,Single,12.0,1
60200,Male,Caucasian,Pretrial,Jail Inmate,Single,-2.13,4
60200,Male,Caucasian,Pretrial,Jail Inmate,Single,-0.83,3
60200,Male,Caucasian,Pretrial,Jail Inmate,Single,19.0,3
60214,Female,Caucasian,Post Sentence,Probation,Single,-2.6,2
60214,Female,Caucasian,Post Sentence,Probation,Single,-0.32,7
60214,Female,Caucasian,Post Sentence,Probation,Single,18.0,3
60223,Male,African-American,Post Sentence,Probation,Separated,-3.16,1
60223,Male,African-American,Post Sentence,Probation,Separated,-0.69,4
60223,Male,African-American,Post Sentence,Probation,Separated,22.0,5
60230,Male,Caucasian,Pretrial,Jail Inmate,Single,-3.5,1
60230,Male,Caucasian,Pretrial,Jail Inmate,Single,-1.84,1
60230,Male,Caucasian,Pretrial,Jail Inmate,Single,19.0,3
60205,Female,Caucasian,Pretrial,Jail Inmate,Significant Other,-3.36,1
60205,Female,Caucasian,Pretrial,Jail Inmate,Significant Other,-0.76,5
60205,Female,Caucasian,Pretrial,Jail Inmate,Significant Other,26.0,7
60235,Male,Caucasian,Pretrial,Pretrial Defendant,Single,-3.64,1
60235,Male,Caucasian,Pretrial,Pretrial Defendant,Single,-1.22,2
60235,Male,Caucasian,Pretrial,Pretrial Defendant,Single,29.0,8
60227,Female,Other,Pretrial,Pretrial Defendant,Single,-3.59,1
60227,Female,Other,Pretrial,Pretrial Defendant,Single,-2.25,1
60227,Female,Other,Pretrial,Pretrial Defendant,Single,17.0,2
60218,Male,African-American,Pretrial,Jail Inmate,Married,-3.39,1
60218,Male,African-American,Pretrial,Jail Inmate,Married,-1.86,1
60218,Male,African-American,Pretrial,Jail Inmate,Married,18.0,3
60232,Male,Caucasian,Pretrial,Jail Inmate,Significant Other,-4.04,1
60232,Male,Caucasian,Pretrial,Jail Inmate,Significant Other,-2.35,1
60232,Male,Caucasian,Pretrial,Jail Inmate,Significant Other,14.0,1
45108,Female,African-American,Pretrial,Jail Inmate,Divorced,-2.26,3
45108,Female,African-American,Pretrial,Jail Inmate,Divorced,-0.82,4
45108,Female,African-American,Pretrial,Jail Inmate,Divorced,21.0,4
60215,Male,Caucasian,Other,Probation,Divorced,-3.64,1
60215,Male,Caucasian,Other,Probation,Divorced,-1.16,2
60215,Male,Caucasian,Other,Probation,Divorced,18.0,3
60216,Female,Caucasian,Pretrial,Pretrial Defendant,Married,-2.86,2
60216,Female,Caucasian,Pretrial,Pretrial Defendant,Married,-1.19,3
60216,Female,Caucasian,Pretrial,Pretrial Defendant,Married,29.0,9
60203,Male,African-American,Pretrial,Jail Inmate,Single,-1.5,6
60203,Male,African-American,Pretrial,Jail Inmate,Single,-0.1,7
60203,Male,African-American,Pretrial,Jail Inmate,Single,19.0,3
60224,Male,Hispanic,Other,Probation,Separated,-3.74,1
60224,Male,Hispanic,Other,Probation,Separated,-1.96,1
60224,Male,Hispanic,Other,Probation,Separated,19.0,3
60199,Male,African-American,Pretrial,Jail Inmate,Single,-0.4,10
60199,Male,African-American,Pretrial,Jail Inmate,Single,0.53,9
60199,Male,African-American,Pretrial,Jail Inmate,Single,17.0,2
60233,Female,African-American,Pretrial,Pretrial Defendant,Single,-1.99,4
60233,Female,African-American,Pretrial,Pretrial Defendant,Single,-1.01,4
60233,Female,African-American,Pretrial,Pretrial Defendant,Single,21.0,4
60222,Male,Hispanic,Pretrial,Pretrial Defendant,Single,-2.16,4
60222,Male,Hispanic,Pretrial,Pretrial Defendant,Single,-1.01,2
60222,Male,Hispanic,Pretrial,Pretrial Defendant,Single,20.0,3
60229,Male,Hispanic,Post Sentence,Probation,Divorced,-3.66,1
60229,Male,Hispanic,Post Sentence,Probation,Divorced,-1.44,1
60229,Male,Hispanic,Post Sentence,Probation,Divorced,15.0,1
60201,Male,African-American,Pretrial,Jail Inmate,Single,-2.02,4
60201,Male,African-American,Pretrial,Jail Inmate,Single,-0.09,7
60201,Male,African-American,Pretrial,Jail Inmate,Single,22.0,5
60206,Female,African-American,Pretrial,Pretrial Defendant,Single,-0.96,9
60206,Female,African-American,Pretrial,Pretrial Defendant,Single,0.02,8
60206,Female,African-American,Pretrial,Pretrial Defendant,Single,21.0,4
59982,Female,African-American,Pretrial,Pretrial Defendant,Single,-1.18,8
59982,Female,African-American,Pretrial,Pretrial Defendant,Single,0.3,9
59982,Female,African-American,Pretrial,Pretrial Defendant,Single,18.0,3
54714,Male,African-American,Post Sentence,Probation,Single,-2.84,2
54714,Male,African-American,Post Sentence,Probation,Single,-0.97,3
54714,Male,African-American,Post Sentence,Probation,Single,20.0,3
60220,Male,Hispanic,Other,Probation,Divorced,-3.48,1
60220,Male,Hispanic,Other,Probation,Divorced,-1.81,1
60220,Male,Hispanic,Other,Probation,Divorced,14.0,1
60204,Female,African-American,Pretrial,Jail Inmate,Single,-1.62,6
60204,Female,African-American,Pretrial,Jail Inmate,Single,-0.21,7
60204,Female,African-American,Pretrial,Jail Inmate,Single,26.0,7
60226,Male,Hispanic,Post Sentence,Probation,Single,-3.04,1
60226,Male,Hispanic,Post Sentence,Probation,Single,-1.38,2
60226,Male,Hispanic,Post Sentence,Probation,Single,17.0,2
60221,Female,African-American,Post Sentence,Probation,Divorced,-4.02,1
60221,Female,African-American,Post Sentence,Probation,Divorced,-2.1,1
60221,Female,African-American,Post Sentence,Probation,Divorced,17.0,2
60231,Male,African-American,Pretrial,Jail Inmate,Married,-3.1,1
60231,Male,African-American,Pretrial,Jail Inmate,Married,-0.41,5
60231,Male,African-American,Pretrial,Jail Inmate,Married,19.0,3
60259,Male,Hispanic,Other,Probation,Divorced,-4.18,1
60259,Male,Hispanic,Other,Probation,Divorced,-2.41,1
60259,Male,Hispanic,Other,Probation,Divorced,16.0,2
60254,Male,Hispanic,Post Sentence,Probation,Married,-3.96,1
60254,Male,Hispanic,Post Sentence,Probation,Married,-1.77,1
60254,Male,Hispanic,Post Sentence,Probation,Married,17.0,2
46242,Male,Caucasian,Post Sentence,Probation,Single,-3.03,1
46242,Male,Caucasian,Post Sentence,Probation,Single,-1.21,2
46242,Male,Caucasian,Post Sentence,Probation,Single,21.0,4
60239,Male,African-American,Pretrial,Jail Inmate,Single,-1.88,5
60239,Male,African-American,Pretrial,Jail Inmate,Single,-0.81,3
60239,Male,African-American,Pretrial,Jail Inmate,Single,11.0,1
60252,Male,African-American,Post Sentence,Probation,Single,-1.29,7
60252,Male,African-American,Post Sentence,Probation,Single,0.14,8
60252,Male,African-American,Post Sentence,Probation,Single,23.0,5
60249,Male,African-American,Post Sentence,Probation,Single,-3.98,1
60249,Male,African-American,Post Sentence,Probation,Single,-2.31,1
60249,Male,African-American,Post Sentence,Probation,Single,16.0,2
60256,Female,Caucasian,Post Sentence,Probation,Married,-3.62,1
60256,Female,Caucasian,Post Sentence,Probation,Married,-1.65,2
60256,Female,Caucasian,Post Sentence,Probation,Married,12.0,1
60241,Male,Caucasian,Pretrial,Jail Inmate,Single,-3.23,1
60241,Male,Caucasian,Pretrial,Jail Inmate,Single,-1.34,2
60241,Male,Caucasian,Pretrial,Jail Inmate,Single,13.0,1
60267,Male,Caucasian,Pretrial,Jail Inmate,Single,-2.46,3
60267,Male,Caucasian,Pretrial,Jail Inmate,Single,-0.93,3
60267,Male,Caucasian,Pretrial,Jail Inmate,Single,19.0,3
60261,Male,Caucasian,Post Sentence,Probation,Single,-3.14,1
60261,Male,Caucasian,Post Sentence,Probation,Single,-1.27,2
60261,Male,Caucasian,Post Sentence,Probation,Single,17.0,2
60262,Male,Caucasian,Pretrial,Pretrial Defendant,Single,-2.71,2
60262,Male,Caucasian,Pretrial,Pretrial Defendant,Single,-1.29,2
60262,Male,Caucasian,Pretrial,Pretrial Defendant,Single,14.0,1
60247,Female,Caucasian,Post Sentence,Probation,Single,-3.66,1
60247,Female,Caucasian,Post Sentence,Probation,Single,-1.6,2
60247,Female,Caucasian,Post Sentence,Probation,Single,14.0,1
51895,Female,Caucasian,Post Sentence,Probation,Married,-3.86,1
51895,Female,Caucasian,Post Sentence,Probation,Married,-1.88,1
51895,Female,Caucasian,Post Sentence,Probation,Married,15.0,1
60258,Male,Caucasian,Post Sentence,Probation,Single,-3.34,1
60258,Male,Caucasian,Post Sentence,Probation,Single,-1.52,1
60258,Male,Caucasian,Post Sentence,Probation,Single,15.0,1
60238,Male,African-American,Pretrial,Jail Inmate,Single,-1.58,6
60238,Male,African-American,Pretrial,Jail Inmate,Single,-0.29,6
60238,Male,African-American,Pretrial,Jail Inmate,Single,12.0,1
60243,Male,Caucasian,Pretrial,Jail Inmate,Single,-1.92,5
60243,Male,Caucasian,Pretrial,Jail Inmate,Single,-1.07,2
60243,Male,Caucasian,Pretrial,Jail Inmate,Single,12.0,1
60245,Male,African-American,Pretrial,Jail Inmate,Single,-3.22,1
60245,Male,African-American,Pretrial,Jail Inmate,Single,-1.36,2
60245,Male,African-American,Pretrial,Jail Inmate,Single,33.0,9
60253,Male,African-American,Pretrial,Pretrial Defendant,Single,-0.99,9
60253,Male,African-American,Pretrial,Pretrial Defendant,Single,1.18,10
60253,Male,African-American,Pretrial,Pretrial Defendant,Single,30.0,8
60265,Female,Caucasian,Post Sentence,Probation,Married,-3.92,1
60265,Female,Caucasian,Post Sentence,Probation,Married,-1.93,1
60265,Female,Caucasian,Post Sentence,Probation,Married,17.0,2
60269,Female,Caucasian,Other,Probation,Married,-4.07,1
60269,Female,Caucasian,Other,Probation,Married,-2.15,1
60269,Female,Caucasian,Other,Probation,Married,12.0,1
60250,Male,African-American,Pretrial,Pretrial Defendant,Single,-2.36,3
60250,Male,African-American,Pretrial,Pretrial Defendant,Single,-1.38,2
60250,Male,African-American,Pretrial,Pretrial Defendant,Single,20.0,3
60248,Male,Caucasian,Other,Probation,Single,-3.68,1
60248,Male,Caucasian,Other,Probation,Single,-1.41,1
60248,Male,Caucasian,Other,Probation,Single,17.0,2
60266,Female,Hispanic,Other,Probation,Single,-4.26,1
60266,Female,Hispanic,Other,Probation,Single,-2.38,1
60266,Female,Hispanic,Other,Probation,Single,14.0,1
60263,Male,Caucasian,Post Sentence,Probation,Married,-2.85,2
60263,Male,Caucasian,Post Sentence,Probation,Married,-1.0,-1
60263,Male,Caucasian,Post Sentence,Probation,Married,15.0,1
55241,Male,Hispanic,Post Sentence,Probation,Married,-3.66,1
55241,Male,Hispanic,Post Sentence,Probation,Married,-1.77,1
55241,Male,Hispanic,Post Sentence,Probation,Married,14.0,1
60240,Male,African-American,Pretrial,Jail Inmate,Single,-2.93,2
60240,Male,African-American,Pretrial,Jail Inmate,Single,-1.16,2
60240,Male,African-American,Pretrial,Jail Inmate,Single,12.0,1
60268,Male,Caucasian,Post Sentence,Probation,Single,-3.58,1
60268,Male,Caucasian,Post Sentence,Probation,Single,-0.95,3
60268,Male,Caucasian,Post Sentence,Probation,Single,26.0,7
59175,Female,Caucasian,Conditional Release,Probation,Married,-2.57,2
59175,Female,Caucasian,Conditional Release,Probation,Married,-0.95,3
59175,Female,Caucasian,Conditional Release,Probation,Married,21.0,3
59365,Male,Caucasian,Post Sentence,Probation,Single,-0.58,10
59365,Male,Caucasian,Post Sentence,Probation,Single,1.14,10
59365,Male,Caucasian,Post Sentence,Probation,Single,29.0,7
60255,Male,Caucasian,Post Sentence,Probation,Single,-2.8,2
60255,Male,Caucasian,Post Sentence,Probation,Single,-0.57,4
60255,Male,Caucasian,Post Sentence,Probation,Single,20.0,3
60251,Female,African-American,Pretrial,Pretrial Defendant,Divorced,-3.55,1
60251,Female,African-American,Pretrial,Pretrial Defendant,Divorced,-1.58,2
60251,Female,African-American,Pretrial,Pretrial Defendant,Divorced,19.0,3
15603,Female,Caucasian,Post Sentence,Probation,Single,-2.81,2
15603,Female,Caucasian,Post Sentence,Probation,Single,-0.8,5
15603,Female,Caucasian,Post Sentence,Probation,Single,22.0,5
60237,Male,Hispanic,Pretrial,Jail Inmate,Single,-1.71,6
60237,Male,Hispanic,Pretrial,Jail Inmate,Single,-0.27,6
60237,Male,Hispanic,Pretrial,Jail Inmate,Single,12.0,1
60244,Male,African-American,Pretrial,Jail Inmate,Single,-1.44,7
60244,Male,African-American,Pretrial,Jail Inmate,Single,-0.39,5
60244,Male,African-American,Pretrial,Jail Inmate,Single,11.0,1
59870,Male,Caucasian,Pretrial,Pretrial Defendant,Single,-3.71,1
59870,Male,Caucasian,Pretrial,Pretrial Defendant,Single,-1.77,1
59870,Male,Caucasian,Pretrial,Pretrial Defendant,Single,16.0,2
60264,Male,Caucasian,Pretrial,Pretrial Defendant,Single,-2.85,2
60264,Male,Caucasian,Pretrial,Pretrial Defendant,Single,-0.81,3
60264,Male,Caucasian,Pretrial,Pretrial Defendant,Single,24.0,6
41767,Male,African-American,Post Sentence,Probation,Single,-3.2,1
41767,Male,African-American,Post Sentence,Probation,Single,-0.16,6
41767,Male,African-American,Post Sentence,Probation,Single,21.0,4
49263,Male,African-American,Pretrial,Pretrial Defendant,Separated,-3.05,1
49263,Male,African-American,Pretrial,Pretrial Defendant,Separated,-0.91,3
49263,Male,African-American,Pretrial,Pretrial Defendant,Separated,24.0,6
60242,Female,African-American,Pretrial,Jail Inmate,Single,-2.24,3
60242,Female,African-American,Pretrial,Jail Inmate,Single,-0.7,5
60242,Female,African-American,Pretrial,Jail Inmate,Single,12.0,1
60246,Female,African-American,Post Sentence,Probation,Single,-1.27,7
60246,Female,African-American,Post Sentence,Probation,Single,0.51,10
60246,Female,African-American,Post Sentence,Probation,Single,17.0,2
55300,Male,African-American,Post Sentence,Probation,Married,-3.01,1
55300,Male,African-American,Post Sentence,Probation,Married,-0.15,6
55300,Male,African-American,Post Sentence,Probation,Married,26.0,7
32924,Male,Hispanic,Pretrial,Jail Inmate,Single,-1.09,8
32924,Male,Hispanic,Pretrial,Jail Inmate,Single,0.25,8
32924,Male,Hispanic,Pretrial,Jail Inmate,Single,15.0,1
60289,Female,Caucasian,Pretrial,Pretrial Defendant,Married,-3.84,1
60289,Female,Caucasian,Pretrial,Pretrial Defendant,Married,-1.48,2
60289,Female,Caucasian,Pretrial,Pretrial Defendant,Married,14.0,1
60272,Male,African-American,Pretrial,Jail Inmate,Single,-1.18,8
60272,Male,African-American,Pretrial,Jail Inmate,Single,0.02,7
60272,Male,African-American,Pretrial,Jail Inmate,Single,24.0,6
60276,Male,African-American,Pretrial,Jail Inmate,Single,-2.36,3
60276,Male,African-American,Pretrial,Jail Inmate,Single,-0.7,4
60276,Male,African-American,Pretrial,Jail Inmate,Single,15.0,1
60279,Male,Hispanic,Other,Probation,Single,-1.27,7
60279,Male,Hispanic,Other,Probation,Single,0.34,9
60279,Male,Hispanic,Other,Probation,Single,24.0,6
60292,Male,African-American,Pretrial,Pretrial Defendant,Single,-3.58,1
60292,Male,African-American,Pretrial,Pretrial Defendant,Single,-1.88,1
60292,Male,African-American,Pretrial,Pretrial Defendant,Single,15.0,1
60282,Female,African-American,Post Sentence,Probation,Single,-3.11,1
60282,Female,African-American,Post Sentence,Probation,Single,-0.43,6
60282,Female,African-American,Post Sentence,Probation,Single,22.0,5
45476,Male,Hispanic,Post Sentence,Probation,Single,-2.21,4
45476,Male,Hispanic,Post Sentence,Probation,Single,-0.71,4
45476,Male,Hispanic,Post Sentence,Probation,Single,16.0,2
60286,Male,Caucasian,Post Sentence,Probation,Separated,-3.13,1
60286,Male,Caucasian,Post Sentence,Probation,Separated,-1.28,2
60286,Male,Caucasian,Post Sentence,Probation,Separated,21.0,4
55505,Male,Hispanic,Post Sentence,Probation,Single,-1.75,5
55505,Male,Hispanic,Post Sentence,Probation,Single,-0.09,7
55505,Male,Hispanic,Post Sentence,Probation,Single,16.0,2
60295,Male,Hispanic,Post Sentence,Probation,Single,-2.24,3
60295,Male,Hispanic,Post Sentence,Probation,Single,0.33,9
60295,Male,Hispanic,Post Sentence,Probation,Single,19.0,3
60283,Female,African-American,Pretrial,Pretrial Defendant,Single,-1.75,5
60283,Female,African-American,Pretrial,Pretrial Defendant,Single,-0.68,5
60283,Female,African-American,Pretrial,Pretrial Defendant,Single,14.0,1
55030,Male,Caucasian,Post Sentence,Probation,Divorced,-3.52,1
55030,Male,Caucasian,Post Sentence,Probation,Divorced,-1.05,2
55030,Male,Caucasian,Post Sentence,Probation,Divorced,19.0,3
60290,Male,African-American,Post Sentence,Probation,Single,-2.58,2
60290,Male,African-American,Post Sentence,Probation,Single,0.01,7
60290,Male,African-American,Post Sentence,Probation,Single,23.0,5
34642,Male,African-American,Post Sentence,Probation,Single,-1.22,8
34642,Male,African-American,Post Sentence,Probation,Single,0.15,8
34642,Male,African-American,Post Sentence,Probation,Single,20.0,3
60288,Male,African-American,Post Sentence,Probation,Single,-1.68,6
60288,Male,African-American,Post Sentence,Probation,Single,-0.04,7
60288,Male,African-American,Post Sentence,Probation,Single,17.0,2
60280,Male,Caucasian,Post Sentence,Probation,Single,-3.62,1
60280,Male,Caucasian,Post Sentence,Probation,Single,-1.6,1
60280,Male,Caucasian,Post Sentence,Probation,Single,16.0,2
6136,Male,African-American,Pretrial,Pretrial Defendant,Single,-1.47,7
6136,Male,African-American,Pretrial,Pretrial Defendant,Single,0.06,7
6136,Male,African-American,Pretrial,Pretrial Defendant,Single,27.0,7
51910,Female,Caucasian,Post Sentence,Probation,Single,-1.58,6
51910,Female,Caucasian,Post Sentence,Probation,Single,0.27,9
51910,Female,Caucasian,Post Sentence,Probation,Single,17.0,2
60293,Male,Caucasian,Post Sentence,Probation,Single,-3.46,1
60293,Male,Caucasian,Post Sentence,Probation,Single,-0.76,3
60293,Male,Caucasian,Post Sentence,Probation,Single,19.0,3
13595,Female,African-American,Pretrial,Jail Inmate,Single,-2.5,3
13595,Female,African-American,Pretrial,Jail Inmate,Single,-0.59,5
13595,Female,African-American,Pretrial,Jail Inmate,Single,16.0,2
60278,Male,Caucasian,Post Sentence,Probation,Single,-3.23,1
60278,Male,Caucasian,Post Sentence,Probation,Single,-2.08,1
60278,Male,Caucasian,Post Sentence,Probation,Single,23.0,5
48677,Female,African-American,Post Sentence,Probation,Single,-2.81,2
48677,Female,African-American,Post Sentence,Probation,Single,-1.22,3
48677,Female,African-American,Post Sentence,Probation,Single,12.0,1
60273,Female,Caucasian,Pretrial,Jail Inmate,Single,-2.02,4
