age,workclass,fnlwgt,education,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,age_group,all
35,Private,170263,HS_grad,9,Divorced,Exec_managerial,Unmarried,White,Female,0,0,40,United_States,30_to_60,yes
42,Private,194537,HS_grad,9,Divorced,Machine_op_inspct,Unmarried,White,Female,0,0,40,United_States,30_to_60,yes
51,Self_emp_not_inc,127149,11th,7,Married_civ_spouse,Farming_fishing,Husband,White,Male,0,0,45,United_States,30_to_60,yes
49,Self_emp_not_inc,107597,HS_grad,9,Divorced,Exec_managerial,Unmarried,White,Female,14084,0,30,United_States,30_to_60,yes
29,Private,107812,HS_grad,9,Divorced,Craft_repair,Not_in_family,White,Male,0,0,40,United_States,30_and_younger,yes
38,Private,260997,Some_college,10,Married_civ_spouse,Machine_op_inspct,Husband,Black,Male,0,0,40,United_States,30_to_60,yes
51,Self_emp_not_inc,111283,HS_grad,9,Divorced,Exec_managerial,Not_in_family,White,Female,99999,0,35,United_States,30_to_60,yes
65,Private,90907,5th_6th,3,Married_civ_spouse,Other_service,Husband,Asian_Pac_Islander,Male,0,0,40,United_States,60_and_older,yes
23,Private,595461,7th_8th,4,Never_married,Craft_repair,Not_in_family,White,Male,0,0,40,Mexico,30_and_younger,yes
24,Private,116800,Assoc_voc,11,Never_married,Machine_op_inspct,Own_child,White,Male,0,0,35,United_States,30_and_younger,yes
34,Private,159442,HS_grad,9,Never_married,Prof_specialty,Not_in_family,White,Female,0,0,30,United_States,30_to_60,yes
39,Private,99065,Some_college,10,Divorced,Exec_managerial,Unmarried,White,Female,0,0,39,United_States,30_to_60,yes
27,Private,106316,Prof_school,15,Divorced,Prof_specialty,Not_in_family,White,Female,0,0,12,United_States,30_and_younger,yes
47,Private,202322,5th_6th,3,Married_civ_spouse,Handlers_cleaners,Husband,White,Male,0,0,40,Mexico,30_to_60,yes
47,State_gov,205712,Some_college,10,Married_civ_spouse,Other_service,Husband,White,Male,0,0,38,United_States,30_to_60,yes
28,Private,394927,Some_college,10,Married_civ_spouse,Tech_support,Husband,White,Male,0,0,40,United_States,30_and_younger,yes
19,Private,198663,HS_grad,9,Never_married,Machine_op_inspct,Other_relative,White,Male,0,0,40,United_States,30_and_younger,yes
33,Private,301867,Some_college,10,Never_married,Adm_clerical,Unmarried,Asian_Pac_Islander,Female,0,0,35,United_States,30_to_60,yes
19,State_gov,159269,Some_college,10,Never_married,Adm_clerical,Own_child,White,Male,0,0,15,United_States,30_and_younger,yes
53,Private,191565,1st_4th,2,Divorced,Other_service,Unmarried,Black,Female,0,0,40,Dominican_Republic,30_to_60,yes
58,Self_emp_not_inc,106942,Some_college,10,Divorced,Craft_repair,Unmarried,White,Male,0,0,40,United_States,30_to_60,yes
51,Private,199995,9th,5,Married_civ_spouse,Craft_repair,Husband,White,Male,0,0,50,United_States,30_to_60,yes
29,State_gov,303446,Bachelors,13,Married_civ_spouse,Prof_specialty,Husband,White,Male,0,0,25,Nicaragua,30_and_younger,yes
41,Private,113597,Some_college,10,Married_civ_spouse,Farming_fishing,Husband,White,Male,0,0,16,United_States,30_to_60,yes
27,Private,111900,Some_college,10,Never_married,Prof_specialty,Not_in_family,White,Male,0,0,40,United_States,30_and_younger,yes
29,Private,83517,9th,5,Never_married,Machine_op_inspct,Not_in_family,White,Male,0,0,40,United_States,30_and_younger,yes
50,Private,400630,Prof_school,15,Married_civ_spouse,Prof_specialty,Husband,White,Male,0,0,36,United_States,30_to_60,yes
33,Private,112941,HS_grad,9,Married_civ_spouse,Machine_op_inspct,Husband,White,Male,0,0,40,United_States,30_to_60,yes
49,Local_gov,119904,Bachelors,13,Married_civ_spouse,Prof_specialty,Wife,White,Female,7688,0,30,United_States,30_to_60,yes
29,Private,59231,Some_college,10,Married_civ_spouse,Craft_repair,Husband,White,Male,0,0,42,United_States,30_and_younger,yes
39,Local_gov,193815,Some_college,10,Married_civ_spouse,Protective_serv,Husband,White,Male,0,0,40,United_States,30_to_60,yes
56,Self_emp_not_inc,220187,Some_college,10,Married_civ_spouse,Other_service,Husband,White,Male,0,0,45,United_States,30_to_60,yes
61,?,253101,Bachelors,13,Divorced,?,Not_in_family,White,Female,0,0,24,United_States,60_and_older,yes
24,Private,209034,Assoc_acdm,12,Married_civ_spouse,Sales,Own_child,White,Female,0,0,20,United_States,30_and_younger,yes
34,Private,203034,Bachelors,13,Separated,Sales,Not_in_family,White,Male,0,2824,50,United_States,30_to_60,yes
29,Private,32897,HS_grad,9,Divorced,Other_service,Not_in_family,White,Female,0,0,25,United_States,30_and_younger,yes
44,Private,214838,HS_grad,9,Married_civ_spouse,Machine_op_inspct,Husband,White,Male,0,0,45,United_States,30_to_60,yes
51,Self_emp_not_inc,141388,HS_grad,9,Married_civ_spouse,Farming_fishing,Husband,White,Male,0,0,55,United_States,30_to_60,yes
36,Private,161141,Assoc_acdm,12,Married_civ_spouse,Prof_specialty,Husband,White,Male,0,0,40,United_States,30_to_60,yes
55,Private,239404,10th,6,Married_civ_spouse,Transport_moving,Husband,Black,Male,0,0,45,United_States,30_to_60,yes
40,Private,215596,Bachelors,13,Married_spouse_absent,Other_service,Not_in_family,Other,Male,0,0,40,Mexico,30_to_60,yes
56,Private,231232,Bachelors,13,Married_civ_spouse,Adm_clerical,Husband,White,Male,0,0,30,Canada,30_to_60,yes
53,Private,153052,HS_grad,9,Married_civ_spouse,Craft_repair,Husband,White,Male,0,0,40,United_States,30_to_60,yes
33,Private,392812,Some_college,10,Married_civ_spouse,Handlers_cleaners,Husband,White,Male,0,0,50,United_States,30_to_60,yes
26,Private,245628,11th,7,Never_married,Handlers_cleaners,Unmarried,White,Male,0,0,20,United_States,30_and_younger,yes
20,?,129240,Some_college,10,Never_married,?,Own_child,White,Female,0,0,25,United_States,30_and_younger,yes
30,Private,59496,Bachelors,13,Married_civ_spouse,Sales,Husband,White,Male,2407,0,40,United_States,60_and_older,yes
17,?,104025,11th,7,Never_married,?,Own_child,White,Male,0,0,18,United_States,30_and_younger,yes
25,Private,69413,Some_college,10,Never_married,Sales,Own_child,White,Female,0,0,40,United_States,30_and_younger,yes
28,Private,190525,Masters,14,Never_married,Prof_specialty,Own_child,White,Male,0,0,40,United_States,30_and_younger,yes
59,Private,121865,HS_grad,9,Divorced,Other_service,Not_in_family,Black,Female,0,0,40,United_States,30_to_60,yes
47,Private,211239,Some_college,10,Married_civ_spouse,Craft_repair,Husband,White,Male,0,0,40,United_States,30_to_60,yes
28,Self_emp_not_inc,212318,HS_grad,9,Never_married,Craft_repair,Not_in_family,White,Male,0,0,55,United_States,30_and_younger,yes
46,Federal_gov,219967,Bachelors,13,Married_civ_spouse,Exec_managerial,Husband,White,Male,0,0,40,United_States,30_to_60,yes
38,Private,242080,Some_college,10,Married_civ_spouse,Sales,Husband,White,Male,0,0,55,United_States,30_to_60,yes
36,Private,160035,HS_grad,9,Married_civ_spouse,Craft_repair,Husband,White,Male,3908,0,55,United_States,30_to_60,yes
61,Private,124242,HS_grad,9,Married_civ_spouse,Protective_serv,Husband,Black,Male,0,0,40,India,60_and_older,yes
34,Private,115040,HS_grad,9,Married_civ_spouse,Craft_repair,Husband,White,Male,0,0,44,United_States,30_to_60,yes
27,Self_emp_not_inc,243569,HS_grad,9,Married_civ_spouse,Sales,Husband,White,Male,0,0,40,United_States,30_and_younger,yes
28,Private,114158,Bachelors,13,Never_married,Prof_specialty,Own_child,White,Female,0,0,15,United_States,30_and_younger,yes
45,Local_gov,119199,Assoc_acdm,12,Divorced,Prof_specialty,Unmarried,White,Female,0,0,48,United_States,30_to_60,yes
21,Private,143604,Some_college,10,Never_married,Sales,Own_child,White,Female,0,0,8,United_States,30_and_younger,yes
53,Local_gov,131258,Prof_school,15,Never_married,Prof_specialty,Not_in_family,White,Female,0,0,50,United_States,30_to_60,yes
37,Private,190964,HS_grad,9,Separated,Exec_managerial,Own_child,White,Male,0,0,40,United_States,30_to_60,yes
47,Private,198901,HS_grad,9,Married_civ_spouse,Craft_repair,Husband,White,Male,0,0,48,United_States,30_to_60,yes
47,Private,214800,Assoc_voc,11,Married_civ_spouse,Handlers_cleaners,Husband,White,Male,0,0,40,United_States,30_to_60,yes
63,Local_gov,152163,HS_grad,9,Married_civ_spouse,Protective_serv,Husband,White,Male,0,0,40,United_States,60_and_older,yes
26,Private,156805,Some_college,10,Married_civ_spouse,Machine_op_inspct,Husband,Black,Male,0,0,40,United_States,30_and_younger,yes
29,Private,187073,Bachelors,13,Never_married,Craft_repair,Not_in_family,White,Male,0,0,40,United_States,30_and_younger,yes
60,Private,51290,7th_8th,4,Divorced,Other_service,Not_in_family,White,Female,0,0,40,United_States,30_to_60,yes
29,Private,86613,1st_4th,2,Never_married,Other_service,Not_in_family,White,Male,0,0,20,El_Salvador,30_and_younger,yes
60,?,230165,Bachelors,13,Married_civ_spouse,?,Husband,Black,Male,0,0,40,United_States,30_to_60,yes
62,Private,270092,Masters,14,Married_civ_spouse,Prof_specialty,Husband,White,Male,0,0,40,United_States,60_and_older,yes
31,Private,354464,HS_grad,9,Married_civ_spouse,Other_service,Husband,White,Male,0,0,40,United_States,30_to_60,yes
25,Private,211231,HS_grad,9,Married_civ_spouse,Tech_support,Other_relative,White,Female,0,0,48,United_States,30_and_younger,yes
41,Private,252058,Bachelors,13,Never_married,Adm_clerical,Not_in_family,White,Male,0,0,40,United_States,30_to_60,yes
36,Private,447346,HS_grad,9,Married_civ_spouse,Sales,Husband,White,Male,0,0,50,United_States,30_to_60,yes
19,Private,123718,Some_college,10,Never_married,Sales,Own_child,White,Female,0,0,20,United_States,30_and_younger,yes
81,Private,177408,HS_grad,9,Married_civ_spouse,Exec_managerial,Husband,White,Male,0,2377,26,United_States,60_and_older,yes
42,Private,173704,Masters,14,Married_civ_spouse,Prof_specialty,Husband,White,Male,0,0,40,United_States,30_to_60,yes
21,Private,197918,HS_grad,9,Never_married,Transport_moving,Own_child,White,Male,0,0,40,United_States,30_and_younger,yes
23,Private,136824,Some_college,10,Never_married,Other_service,Own_child,White,Male,0,0,20,United_States,30_and_younger,yes
46,Private,127089,Some_college,10,Married_civ_spouse,Prof_specialty,Husband,White,Male,5178,0,38,United_States,30_to_60,yes
37,Private,135436,Bachelors,13,Married_civ_spouse,Exec_managerial,Husband,White,Male,0,1977,60,United_States,30_to_60,yes
55,Self_emp_inc,120920,Masters,14,Divorced,Prof_specialty,Not_in_family,White,Female,0,0,35,United_States,30_to_60,yes
66,Private,262285,Bachelors,13,Married_civ_spouse,Prof_specialty,Husband,White,Male,0,0,99,United_States,60_and_older,yes
25,Private,176729,Bachelors,13,Married_civ_spouse,Craft_repair,Husband,White,Male,0,0,60,United_States,30_and_younger,yes
30,Private,104223,HS_grad,9,Never_married,Other_service,Unmarried,Black,Female,0,0,32,United_States,60_and_older,yes
41,Private,99870,Bachelors,13,Married_civ_spouse,Sales,Husband,White,Male,0,0,55,United_States,30_to_60,yes
34,Private,203357,Some_college,10,Never_married,Adm_clerical,Other_relative,White,Female,0,0,40,United_States,30_to_60,yes
63,?,221592,HS_grad,9,Married_civ_spouse,?,Husband,White,Male,0,0,40,United_States,60_and_older,yes
41,Self_emp_inc,146659,Some_college,10,Divorced,Machine_op_inspct,Not_in_family,White,Female,0,0,40,Honduras,30_to_60,yes
20,Private,81145,Some_college,10,Never_married,Sales,Not_in_family,White,Female,0,0,25,United_States,30_and_younger,yes
26,Self_emp_not_inc,253899,Bachelors,13,Divorced,Sales,Not_in_family,White,Male,0,0,40,United_States,30_and_younger,yes
42,Local_gov,266135,Some_college,10,Married_civ_spouse,Protective_serv,Husband,White,Male,0,0,52,United_States,30_to_60,yes
48,Private,265083,10th,6,Divorced,Sales,Not_in_family,White,Female,0,0,38,United_States,30_to_60,yes
27,Private,186454,Bachelors,13,Never_married,Prof_specialty,Not_in_family,Asian_Pac_Islander,Male,13550,0,40,United_States,30_and_younger,yes
48,Private,329778,HS_grad,9,Widowed,Other_service,Unmarried,White,Female,0,0,40,United_States,30_to_60,yes
25,Private,236267,HS_grad,9,Married_civ_spouse,Handlers_cleaners,Husband,White,Male,0,0,40,United_States,30_and_younger,yes
27,Local_gov,163862,HS_grad,9,Married_civ_spouse,Transport_moving,Husband,White,Male,0,0,60,United_States,30_and_younger,yes
35,Self_emp_not_inc,108198,HS_grad,9,Divorced,Craft_repair,Own_child,Amer_Indian_Eskimo,Male,0,0,15,United_States,30_to_60,yes
45,Private,126141,Bachelors,13,Married_civ_spouse,Exec_managerial,Husband,White,Male,0,0,40,United_States,30_to_60,yes
55,Private,211678,Assoc_voc,11,Married_civ_spouse,Machine_op_inspct,Husband,White,Male,0,0,45,United_States,30_to_60,yes
26,Private,274724,Some_college,10,Never_married,Other_service,Other_relative,White,Male,0,0,40,Nicaragua,30_and_younger,yes
21,Private,138768,Some_college,10,Never_married,Sales,Own_child,White,Male,0,0,40,United_States,30_and_younger,yes
59,Private,314149,Assoc_voc,11,Married_civ_spouse,Sales,Husband,White,Male,0,1740,50,United_States,30_to_60,yes
41,Private,139907,10th,6,Never_married,Handlers_cleaners,Unmarried,White,Male,0,0,50,United_States,30_to_60,yes
44,Private,139338,12th,8,Divorced,Transport_moving,Unmarried,Black,Male,0,0,40,United_States,30_to_60,yes
18,?,128538,Some_college,10,Never_married,?,Own_child,White,Female,0,0,6,United_States,30_and_younger,yes
30,Private,84119,Some_college,10,Married_civ_spouse,Craft_repair,Husband,White,Male,0,2051,40,United_States,60_and_older,yes
31,Private,192900,Some_college,10,Never_married,Other_service,Not_in_family,White,Male,0,0,40,United_States,30_to_60,yes
27,Private,221366,Some_college,10,Married_civ_spouse,Prof_specialty,Husband,White,Male,3103,0,50,United_States,30_and_younger,yes
48,Private,123075,Doctorate,16,Married_civ_spouse,Prof_specialty,Husband,White,Male,0,0,45,United_States,30_to_60,yes
28,Private,115438,Bachelors,13,Never_married,Adm_clerical,Own_child,White,Male,0,0,40,United_States,30_and_younger,yes
60,Private,243829,Masters,14,Divorced,Prof_specialty,Not_in_family,White,Female,0,0,50,United_States,30_to_60,yes
58,Private,106546,HS_grad,9,Divorced,Adm_clerical,Unmarried,White,Female,2174,0,40,United_States,30_to_60,yes
31,Private,48189,HS_grad,9,Married_civ_spouse,Transport_moving,Husband,White,Male,0,0,45,United_States,30_to_60,yes
53,Federal_gov,276868,Masters,14,Married_civ_spouse,Adm_clerical,Husband,White,Male,0,0,40,United_States,30_to_60,yes
38,Private,165466,HS_grad,9,Married_civ_spouse,Adm_clerical,Husband,White,Male,0,0,60,United_States,30_to_60,yes
40,Private,210648,Bachelors,13,Married_civ_spouse,Prof_specialty,Husband,White,Male,0,0,44,United_States,30_to_60,yes
38,Private,264627,Some_college,10,Divorced,Adm_clerical,Unmarried,White,Female,0,0,40,United_States,30_to_60,yes
46,Federal_gov,140664,Some_college,10,Married_civ_spouse,Exec_managerial,Husband,White,Male,0,0,48,United_States,30_to_60,yes
20,?,81853,Some_college,10,Never_married,?,Own_child,Asian_Pac_Islander,Female,0,0,15,United_States,30_and_younger,yes
55,Private,179534,11th,7,Widowed,Handlers_cleaners,Unmarried,White,Female,0,0,40,United_States,30_to_60,yes
31,Federal_gov,59732,HS_grad,9,Married_civ_spouse,Farming_fishing,Husband,Amer_Indian_Eskimo,Male,0,0,40,United_States,30_to_60,yes
29,Private,77760,HS_grad,9,Married_civ_spouse,Adm_clerical,Husband,White,Male,0,0,45,United_States,30_and_younger,yes
36,Private,207853,HS_grad,9,Divorced,Craft_repair,Own_child,White,Male,0,0,40,United_States,30_to_60,yes
62,Private,210464,HS_grad,9,Never_married,Other_service,Other_relative,Black,Female,0,0,38,United_States,60_and_older,yes
55,Private,238216,HS_grad,9,Married_civ_spouse,Craft_repair,Husband,White,Male,0,0,40,United_States,30_to_60,yes
78,Self_emp_not_inc,59583,7th_8th,4,Married_civ_spouse,Farming_fishing,Husband,White,Male,0,0,25,United_States,60_and_older,yes
33,Private,178587,Some_college,10,Separated,Prof_specialty,Unmarried,White,Female,0,0,37,United_States,30_to_60,yes
25,Private,213383,Some_college,10,Never_married,Tech_support,Own_child,White,Male,0,0,40,United_States,30_and_younger,yes
34,Self_emp_not_inc,100079,Bachelors,13,Married_civ_spouse,Sales,Husband,Asian_Pac_Islander,Male,0,0,55,India,30_to_60,yes
44,Local_gov,433705,HS_grad,9,Married_civ_spouse,Protective_serv,Husband,White,Male,0,0,52,United_States,30_to_60,yes
41,Private,178983,HS_grad,9,Married_civ_spouse,Adm_clerical,Wife,White,Female,0,0,40,United_States,30_to_60,yes
58,Private,275859,HS_grad,9,Widowed,Craft_repair,Unmarried,White,Male,8614,0,52,Mexico,30_to_60,yes
34,Private,214288,HS_grad,9,Never_married,Craft_repair,Own_child,White,Male,0,0,40,United_States,30_to_60,yes
35,Private,217893,HS_grad,9,Divorced,Sales,Not_in_family,White,Female,0,0,30,United_States,30_to_60,yes
59,Self_emp_not_inc,325732,HS_grad,9,Married_civ_spouse,Exec_managerial,Husband,White,Male,0,1902,52,United_States,30_to_60,yes
39,Private,99527,HS_grad,9,Married_civ_spouse,Craft_repair,Husband,White,Male,0,0,40,United_States,30_to_60,yes
43,Private,142444,Some_college,10,Divorced,Sales,Unmarried,White,Female,0,0,55,United_States,30_to_60,yes
32,State_gov,169583,Doctorate,16,Never_married,Prof_specialty,Not_in_family,White,Female,0,0,70,United_States,30_to_60,yes
26,Private,124111,Assoc_acdm,12,Never_married,Prof_specialty,Not_in_family,White,Female,0,0,36,United_States,30_and_younger,yes
26,Private,266022,Some_college,10,Married_civ_spouse,Sales,Husband,White,Male,0,0,50,United_States,30_and_younger,yes
31,Private,131568,9th,5,Never_married,Machine_op_inspct,Not_in_family,White,Male,0,0,40,United_States,30_to_60,yes
51,Private,467611,9th,5,Married_civ_spouse,Farming_fishing,Husband,White,Male,0,0,40,Mexico,30_to_60,yes
19,Private,386378,HS_grad,9,Never_married,Other_service,Not_in_family,White,Male,0,0,35,United_States,30_and_younger,yes
43,Self_emp_inc,140988,Bachelors,13,Married_civ_spouse,Sales,Other_relative,Asian_Pac_Islander,Male,0,0,45,India,30_to_60,yes
52,Self_emp_not_inc,41496,Some_college,10,Married_civ_spouse,Sales,Husband,White,Male,0,0,45,United_States,30_to_60,yes
28,Self_emp_not_inc,218555,Some_college,10,Never_married,Transport_moving,Not_in_family,White,Male,0,1762,40,United_States,30_and_younger,yes
58,Private,51662,10th,6,Married_civ_spouse,Other_service,Wife,White,Female,0,0,8,United_States,30_to_60,yes
32,Private,400535,HS_grad,9,Married_civ_spouse,Craft_repair,Husband,White,Male,3781,0,40,United_States,30_to_60,yes
19,Private,301911,Some_college,10,Never_married,Sales,Own_child,Asian_Pac_Islander,Male,0,0,35,Laos,30_and_younger,yes
44,Private,32185,HS_grad,9,Never_married,Transport_moving,Unmarried,White,Male,0,0,70,United_States,30_to_60,yes
43,Private,35210,Some_college,10,Divorced,Adm_clerical,Unmarried,White,Female,0,0,40,United_States,30_to_60,yes
46,Self_emp_inc,161386,9th,5,Married_civ_spouse,Adm_clerical,Wife,White,Female,0,0,50,United_States,30_to_60,yes
23,Private,98283,Bachelors,13,Never_married,Exec_managerial,Own_child,Asian_Pac_Islander,Male,0,0,40,United_States,30_and_younger,yes
48,Private,254809,10th,6,Divorced,Machine_op_inspct,Unmarried,White,Female,0,1594,32,United_States,30_to_60,yes
50,Self_emp_inc,190333,Prof_school,15,Married_civ_spouse,Prof_specialty,Husband,White,Male,99999,0,55,United_States,30_to_60,yes
31,Private,199655,Masters,14,Divorced,Other_service,Not_in_family,Other,Female,0,0,30,United_States,30_to_60,yes
31,Local_gov,137537,Bachelors,13,Divorced,Prof_specialty,Unmarried,White,Female,0,0,40,United_States,30_to_60,yes
29,Private,190350,12th,8,Never_married,Other_service,Unmarried,Black,Female,0,0,35,?,30_and_younger,yes
50,Private,240496,Some_college,10,Divorced,Tech_support,Not_in_family,White,Female,0,0,36,United_States,30_to_60,yes
60,Private,224097,HS_grad,9,Married_civ_spouse,Craft_repair,Husband,White,Male,0,0,40,United_States,30_to_60,yes
63,Private,30813,Masters,14,Married_civ_spouse,Prof_specialty,Husband,White,Male,0,0,50,United_States,60_and_older,yes
28,Private,190391,Bachelors,13,Never_married,Sales,Not_in_family,White,Male,0,0,40,United_States,30_and_younger,yes
36,Private,348960,HS_grad,9,Never_married,Tech_support,Not_in_family,White,Male,0,0,50,United_States,30_to_60,yes
36,Self_emp_inc,180477,Some_college,10,Married_civ_spouse,Exec_managerial,Husband,White,Male,0,0,50,United_States,30_to_60,yes
63,Self_emp_inc,38472,Some_college,10,Widowed,Sales,Not_in_family,White,Female,14084,0,60,United_States,60_and_older,yes
28,Private,285294,Bachelors,13,Married_civ_spouse,Sales,Wife,Black,Female,15024,0,45,United_States,30_and_younger,yes
55,Local_gov,286967,10th,6,Married_civ_spouse,Craft_repair,Husband,White,Male,0,0,45,United_States,30_to_60,yes
21,Private,188923,Some_college,10,Never_married,Sales,Own_child,White,Female,0,0,55,United_States,30_and_younger,yes
41,Self_emp_inc,236021,Bachelors,13,Married_civ_spouse,Prof_specialty,Husband,White,Male,15024,0,40,United_States,30_to_60,yes
33,?,163003,HS_grad,9,Divorced,?,Not_in_family,Asian_Pac_Islander,Female,0,0,41,China,30_to_60,yes
31,Self_emp_not_inc,281030,HS_grad,9,Married_civ_spouse,Craft_repair,Husband,White,Male,0,0,45,United_States,30_to_60,yes
28,Local_gov,229223,Assoc_voc,11,Married_civ_spouse,Prof_specialty,Wife,White,Female,7688,0,36,United_States,30_and_younger,yes
18,?,216508,HS_grad,9,Never_married,?,Own_child,White,Male,0,0,30,United_States,30_and_younger,yes
37,State_gov,151322,Bachelors,13,Never_married,Prof_specialty,Not_in_family,White,Male,0,0,40,United_States,30_to_60,yes
62,State_gov,33142,Masters,14,Married_civ_spouse,Prof_specialty,Husband,White,Male,0,0,60,United_States,60_and_older,yes
20,Private,108887,Some_college,10,Never_married,Adm_clerical,Own_child,White,Female,0,0,25,United_States,30_and_younger,yes
21,Private,253612,Some_college,10,Never_married,Prof_specialty,Own_child,White,Female,1055,0,32,United_States,30_and_younger,yes
55,Private,98361,Masters,14,Married_civ_spouse,Prof_specialty,Husband,White,Male,15024,0,50,?,30_to_60,yes
52,Private,117674,HS_grad,9,Married_civ_spouse,Exec_managerial,Husband,White,Male,0,0,55,United_States,30_to_60,yes
49,Private,246183,HS_grad,9,Married_civ_spouse,Sales,Husband,White,Male,0,0,40,United_States,30_to_60,yes
32,?,119522,Bachelors,13,Divorced,?,Not_in_family,White,Male,0,0,50,United_States,30_to_60,yes
28,Private,183885,HS_grad,9,Never_married,Other_service,Own_child,White,Male,0,0,30,United_States,30_and_younger,yes
55,Self_emp_not_inc,141409,10th,6,Married_civ_spouse,Sales,Husband,White,Male,7688,0,50,United_States,30_to_60,yes
27,Private,347153,Some_college,10,Never_married,Transport_moving,Other_relative,White,Male,0,0,40,United_States,30_and_younger,yes
20,Local_gov,235894,Some_college,10,Never_married,Farming_fishing,Own_child,White,Male,0,0,40,United_States,30_and_younger,yes
36,Private,99146,HS_grad,9,Married_civ_spouse,Machine_op_inspct,Husband,White,Male,0,0,45,United_States,30_to_60,yes
43,Private,105936,HS_grad,9,Married_civ_spouse,Adm_clerical,Wife,White,Female,0,0,35,United_States,30_to_60,yes
36,Private,272090,Bachelors,13,Divorced,Prof_specialty,Unmarried,White,Female,0,0,45,El_Salvador,30_to_60,yes
50,Private,44368,Some_college,10,Married_civ_spouse,Exec_managerial,Husband,White,Male,0,0,40,United_States,30_to_60,yes
44,Private,42476,HS_grad,9,Never_married,Adm_clerical,Other_relative,White,Female,0,0,30,United_States,30_to_60,yes
25,Private,123586,Some_college,10,Never_married,Adm_clerical,Unmarried,Other,Male,0,0,40,United_States,30_and_younger,yes
43,Private,234220,HS_grad,9,Divorced,Machine_op_inspct,Own_child,White,Female,0,0,40,Cuba,30_to_60,yes
40,Self_emp_not_inc,238574,Prof_school,15,Married_civ_spouse,Prof_specialty,Husband,White,Male,0,0,55,United_States,30_to_60,yes
24,Private,192201,Some_college,10,Never_married,Exec_managerial,Not_in_family,Black,Female,0,0,20,United_States,30_and_younger,yes
37,State_gov,348960,Bachelors,13,Married_civ_spouse,Prof_specialty,Husband,White,Male,0,0,36,United_States,30_to_60,yes
25,Private,50053,HS_grad,9,Never_married,Other_service,Not_in_family,Black,Male,0,0,40,Japan,30_and_younger,yes
40,Private,343068,Some_college,10,Divorced,Exec_managerial,Not_in_family,White,Female,0,0,40,United_States,30_to_60,yes
29,Private,188675,Some_college,10,Married_civ_spouse,Craft_repair,Husband,Black,Male,0,0,40,Jamaica,30_and_younger,yes
49,Private,160187,9th,5,Married_spouse_absent,Other_service,Not_in_family,Black,Female,0,0,16,Jamaica,30_to_60,yes
76,?,28221,HS_grad,9,Married_civ_spouse,?,Husband,White,Male,0,0,40,Canada,60_and_older,yes
62,Private,176839,Bachelors,13,Married_civ_spouse,Tech_support,Husband,White,Male,0,0,38,United_States,60_and_older,yes
53,Private,113176,HS_grad,9,Divorced,Sales,Not_in_family,White,Female,2597,0,40,United_States,30_to_60,yes
20,Private,185554,Some_college,10,Never_married,Adm_clerical,Own_child,White,Female,0,0,25,United_States,30_and_younger,yes
33,Private,216145,HS_grad,9,Married_civ_spouse,Craft_repair,Husband,White,Male,0,0,40,United_States,30_to_60,yes
53,Self_emp_not_inc,151159,10th,6,Married_spouse_absent,Transport_moving,Not_in_family,White,Male,0,0,99,United_States,30_to_60,yes
59,Private,75867,Masters,14,Married_civ_spouse,Prof_specialty,Husband,White,Male,0,0,60,United_States,30_to_60,yes
46,Private,191389,HS_grad,9,Married_civ_spouse,Exec_managerial,Wife,White,Female,0,0,28,United_States,30_to_60,yes
42,Private,173938,HS_grad,9,Separated,Sales,Own_child,White,Female,0,0,40,United_States,30_to_60,yes
21,State_gov,196827,Assoc_acdm,12,Never_married,Tech_support,Own_child,White,Male,0,0,10,United_States,30_and_younger,yes
51,Federal_gov,314007,HS_grad,9,Divorced,Exec_managerial,Not_in_family,White,Female,0,0,40,United_States,30_to_60,yes
63,Self_emp_inc,110890,Masters,14,Divorced,Prof_specialty,Not_in_family,White,Male,0,0,70,United_States,60_and_older,yes
35,Private,82622,HS_grad,9,Never_married,Other_service,Own_child,White,Male,0,0,40,United_States,30_to_60,yes
45,Local_gov,55377,Bachelors,13,Married_civ_spouse,Prof_specialty,Husband,Black,Male,0,0,40,United_States,30_to_60,yes
49,Self_emp_inc,191681,Some_college,10,Married_civ_spouse,Exec_managerial,Husband,White,Male,0,0,50,United_States,30_to_60,yes
20,Private,256504,Some_college,10,Never_married,Sales,Own_child,White,Female,0,0,6,United_States,30_and_younger,yes
40,Private,53506,Bachelors,13,Divorced,Craft_repair,Own_child,White,Female,0,0,40,United_States,30_to_60,yes
27,Private,132326,Some_college,10,Married_civ_spouse,Craft_repair,Husband,White,Male,0,0,40,United_States,30_and_younger,yes
39,Self_emp_not_inc,363418,Bachelors,13,Separated,Craft_repair,Own_child,White,Male,0,0,35,United_States,30_to_60,yes
29,Private,119170,Some_college,10,Separated,Tech_support,Unmarried,White,Female,0,0,40,United_States,30_and_younger,yes
46,Private,117502,HS_grad,9,Married_civ_spouse,Adm_clerical,Wife,White,Female,0,0,40,United_States,30_to_60,yes
27,Private,466224,Some_college,10,Never_married,Sales,Not_in_family,Black,Male,0,0,40,United_States,30_and_younger,yes
26,Private,91683,10th,6,Married_civ_spouse,Transport_moving,Husband,White,Male,0,0,35,United_States,30_and_younger,yes
21,Private,175374,HS_grad,9,Never_married,Adm_clerical,Own_child,White,Male,0,0,40,United_States,30_and_younger,yes
23,Private,33884,Some_college,10,Separated,Sales,Unmarried,White,Female,0,0,40,United_States,30_and_younger,yes
