,ORDERKEY,CUSTKEY,ORDERSTATUS,TOTALPRICE,ORDERDATE,ORDERPRIORITY,CLERK,SHIPPRIORITY,COMMENT
88989,355942,110255,F,148608.12,733276800.0,3-MEDIUM,Clerk#000000327,0,cuses use! accounts wake idly final accounts. finally even packages a
88990,355943,101251,O,32139.23,803520000.0,2-HIGH,Clerk#000000300,0,ar requests cajole slyly across the slyly re
88991,355968,122080,O,149555.98,891907200.0,3-MEDIUM,Clerk#000000667,0,iously ironic packages cajole requests. blithely close dolphins a
88992,355969,88684,O,134570.91,837302400.0,3-MEDIUM,Clerk#000000345,0, regular requests wake. special ideas boost slyly pending deposits. bl
88993,355970,93844,O,74670.81,864086400.0,4-NOT SPECIFIED,Clerk#000000527,0,into the slyly special accounts. instructions would wake fur
88994,355971,118459,O,195686.65,845078400.0,1-URGENT,Clerk#000000706,0,ecial deposits. carefully regular instru
88995,355972,140359,O,29117.84,818812800.0,3-MEDIUM,Clerk#000000861,0,gular excuses are according to the carefully r
88996,355973,108424,F,95255.06,774921600.0,2-HIGH,Clerk#000000218,0,yly of the regular platelet
88997,355974,53627,F,47778.77,768700800.0,2-HIGH,Clerk#000000335,0,pecial requests integrate carefully. slyly final excuses around the f
88998,355975,100003,O,132431.56,861494400.0,4-NOT SPECIFIED,Clerk#000000787,0,ounts. platelets are carefully packages. carefully final hockey players boost 
88999,356000,141481,O,98942.98,877046400.0,5-LOW,Clerk#000000814,0,horses cajole closely.
89000,356001,50278,O,58642.32,886636800.0,3-MEDIUM,Clerk#000000679,0,ngside of the slyly unusual requests. quickly final ideas
89001,356002,58208,O,98893.78,825811200.0,2-HIGH,Clerk#000000081,0,special dolphins. quickly pending pack
89002,356003,145700,F,285687.99,791856000.0,1-URGENT,Clerk#000000027,0, blithely final packages print slyly above the ironic grouches. quickly
89003,356004,16360,F,180007.1,713145600.0,2-HIGH,Clerk#000000882,0,en accounts. final theodolites haggle. even dependencies sleep bl
89004,356005,133688,O,150098.72,804816000.0,3-MEDIUM,Clerk#000000485,0,"e fluffily regular, regular requests. express i"
89005,356006,36466,F,10493.71,758505600.0,5-LOW,Clerk#000000886,0, nag about the thinly regula
89006,356007,133000,O,90691.34,857520000.0,1-URGENT,Clerk#000000351,0,luffily blithely sp
89007,356032,20951,O,224498.83,877219200.0,3-MEDIUM,Clerk#000000582,0,tructions. quickly regular accounts around the carefully ironic foxes cajole 
89008,356033,72349,F,206889.29,714268800.0,1-URGENT,Clerk#000000463,0,posits. final instructions haggle blith
89009,356034,61012,O,232774.11,898128000.0,5-LOW,Clerk#000000294,0,"t theodolites. ironic, final deposits in place "
89010,356035,6772,F,111942.93,732240000.0,5-LOW,Clerk#000000079,0,"nusual, pending pinto beans boost. even "
89011,356036,116335,F,236690.07,740188800.0,1-URGENT,Clerk#000000996,0,. regular theodolites impress stealthily
89012,356037,132187,O,167171.57,832982400.0,4-NOT SPECIFIED,Clerk#000000159,0, quickly across the boldly express dependencies. slyly unusual 
89013,356038,146666,O,79776.42,892944000.0,2-HIGH,Clerk#000000370,0,"e furiously regular, ironic grouches. regular, final instructions po"
89014,356039,61025,O,57088.66,894499200.0,3-MEDIUM,Clerk#000000169,0,ily pending accounts. f
89015,356064,91736,F,80575.56,724636800.0,5-LOW,Clerk#000000527,0, even accounts. ideas despite the i
89016,356065,100387,F,91398.64,726710400.0,3-MEDIUM,Clerk#000000848,0,y express courts integrate blithely pending hockey players? regular ideas
89017,356066,2950,F,282756.04,787622400.0,5-LOW,Clerk#000000870,0, furiously idly express packages. furiously unusual notornis
89018,356067,63859,O,142227.34,880588800.0,5-LOW,Clerk#000000276,0,furiously final excuses wake against the furio
89019,356068,25666,O,12221.41,857606400.0,1-URGENT,Clerk#000000664,0,"c accounts wake fluffily accounts. ironic, regula"
89020,356069,95377,O,83509.62,836179200.0,1-URGENT,Clerk#000000882,0,deas maintain blithely fin
89021,356070,76208,F,33523.64,734140800.0,3-MEDIUM,Clerk#000000799,0,"quickly ironic foxes haggle blithely special, bold foxes-- pending, expr"
89022,356071,113423,F,207472.23,696816000.0,5-LOW,Clerk#000000859,0,n platelets. slyly express packages are sl
89023,356096,84520,F,94515.86,707788800.0,2-HIGH,Clerk#000000837,0, regular requests. carefully bold deposits detect furiously af
89024,356097,22522,O,183306.56,875923200.0,3-MEDIUM,Clerk#000000482,0,e slyly special ideas sleep slyl
89025,356098,63922,O,203539.59,852163200.0,2-HIGH,Clerk#000000777,0,e of the daringly regul
89026,356099,20501,F,92155.73,710553600.0,5-LOW,Clerk#000000011,0,ages across the blithely ironic pinto beans
89027,356100,146593,F,117058.83,704419200.0,4-NOT SPECIFIED,Clerk#000000876,0,ctions sleep bold instructions. express deposits ab
89028,356101,10151,F,81808.37,783129600.0,2-HIGH,Clerk#000000986,0,"te ironic, bold foxes. ideas affix slyly. special, ironic packa"
89029,356102,50402,F,135666.24,791164800.0,1-URGENT,Clerk#000000412,0,x furiously ironic accounts. asymptote
89030,356103,49612,O,278166.34,803865600.0,2-HIGH,Clerk#000000512,0,"ages must boost slyly final dolphins. bold, ironic f"
89031,356128,100867,O,181497.17,869875200.0,5-LOW,Clerk#000000454,0,usual multipliers are furiously across the carefully even 
89032,356129,111923,O,134337.0,871344000.0,5-LOW,Clerk#000000227,0,"oost fluffily regular requests. pending, final accounts detect caref"
89033,356130,83989,O,73825.85,801100800.0,3-MEDIUM,Clerk#000000482,0,finally bold pinto beans sleep about the fur
89034,356131,91399,O,219889.24,812764800.0,4-NOT SPECIFIED,Clerk#000000156,0,uickly even requests cajole carefully carefully pending packages
89035,356132,134410,O,142888.26,900028800.0,5-LOW,Clerk#000000266,0,l accounts wake abou
89036,356133,25576,P,344418.23,795052800.0,4-NOT SPECIFIED,Clerk#000000978,0,even pinto beans sleep carefully fluffily even dinos. deposits ha
89037,356134,98144,O,83630.64,826675200.0,3-MEDIUM,Clerk#000000780,0,ily unusual requests. blithely ironic requests wake sometimes. f
89038,356135,94955,O,12296.84,844214400.0,4-NOT SPECIFIED,Clerk#000000911,0,as. blithely regular dep
89039,356160,56095,F,324047.48,695606400.0,1-URGENT,Clerk#000000152,0,ely daringly regular theodolites. final i
89040,356161,16517,O,232472.85,844214400.0,2-HIGH,Clerk#000000232,0,multipliers haggle carefully. fl
89041,356162,100126,O,43671.26,825033600.0,1-URGENT,Clerk#000000497,0,e blithely close packages. final asymptotes
89042,356163,85927,O,194690.42,835747200.0,1-URGENT,Clerk#000000013,0,y even requests promise
89043,356164,98447,F,96758.3,787881600.0,1-URGENT,Clerk#000000937,0,aggle according to the express courts.
89044,356165,85180,F,75766.98,716083200.0,2-HIGH,Clerk#000000562,0,"ncies wake after the pending, even foxes. quietly regular accounts boost caref"
89045,356166,14006,F,125498.96,714009600.0,4-NOT SPECIFIED,Clerk#000000280,0,deposits breach fluffily. closely final dependencies across the final req
89046,356167,47782,F,85363.36,781401600.0,5-LOW,Clerk#000000897,0,nag furiously regular foxes. thinly bold deposits are. bold requests use. e
89047,356192,112825,F,221933.58,783129600.0,5-LOW,Clerk#000000451,0,r requests. fluffily re
89048,356193,80450,O,73524.67,817084800.0,5-LOW,Clerk#000000250,0,ly quick instructions according to the ironic foxes are
89049,356194,22324,O,230112.35,854755200.0,5-LOW,Clerk#000000047,0,ges. slyly silent packages wake fluffily 
89050,356195,28355,F,126936.6,763257600.0,2-HIGH,Clerk#000000285,0,s nag carefully among 
89051,356196,4499,O,132867.64,842832000.0,4-NOT SPECIFIED,Clerk#000000803,0,"r theodolites. slyly express platelets integrate above the fluffy, "
89052,356197,6254,F,29752.98,712800000.0,1-URGENT,Clerk#000000406,0, requests use regular asymptotes. always bold warthogs cajole carefully. pin
89053,356198,104392,O,166912.18,858729600.0,5-LOW,Clerk#000000288,0,ss platelets against the regular deposits are carefully furio
89054,356199,88163,F,200416.35,727056000.0,5-LOW,Clerk#000000288,0,e stealthily bold packages cajole blithely even foxe
89055,356224,42130,O,94127.56,805420800.0,4-NOT SPECIFIED,Clerk#000000228,0, bold dugouts wake sl
89056,356225,78319,O,112836.54,854755200.0,5-LOW,Clerk#000000364,0,e ironic instructions. deposits impress. regularly sly requests en
89057,356226,52939,O,26952.94,888192000.0,5-LOW,Clerk#000000283,0,st furiously blithely even patterns. 
89058,356227,90937,F,252396.95,771811200.0,1-URGENT,Clerk#000000910,0,serve. furiously regular 
89059,356228,11390,F,279283.25,703555200.0,4-NOT SPECIFIED,Clerk#000000322,0, furiously special accounts. brave instruction
89060,356229,21343,O,186726.16,812592000.0,4-NOT SPECIFIED,Clerk#000000066,0,even accounts boost iron
89061,356230,47408,F,123112.91,784425600.0,2-HIGH,Clerk#000000742,0,sly according to the pac
89062,356231,124589,F,215898.28,739929600.0,5-LOW,Clerk#000000121,0, carefully pending instructions. furiously bold pac
89063,356256,103195,F,159567.15,747446400.0,1-URGENT,Clerk#000000483,0,. carefully ironic packages wake slyly close accounts. furiously thin requ
89064,356257,76432,F,96727.16,758937600.0,1-URGENT,Clerk#000000364,0,es. furiously regular foxes sleep carefully unusual pinto beans. ir
89065,356258,115889,O,210134.01,888451200.0,1-URGENT,Clerk#000000030,0,ent packages. carefully eve
89066,356259,134344,O,165013.95,825638400.0,3-MEDIUM,Clerk#000000429,0,egular forges affix furiously after the regul
89067,356260,100525,F,106278.41,712540800.0,1-URGENT,Clerk#000000777,0, patterns impress according to the slyly regula
89068,356261,70099,F,180305.82,759110400.0,2-HIGH,Clerk#000000239,0,lites wake near the furiously regular theodolit
89069,356262,47603,F,321481.48,735609600.0,3-MEDIUM,Clerk#000000084,0,"ole carefully beside the slyly regular ideas. final, daring dolphi"
89070,356263,103385,F,316902.66,771465600.0,5-LOW,Clerk#000000508,0,"haggle quickly final packages. ironic, unus"
89071,356288,133543,O,95381.12,854409600.0,1-URGENT,Clerk#000000354,0,xpress accounts sleep quickly slyly unusu
89072,356289,132443,F,117862.19,720662400.0,5-LOW,Clerk#000000116,0,tes wake blithely among the carefully thin dolphins. slyly silent pinto
89073,356290,111187,O,58181.99,845164800.0,2-HIGH,Clerk#000000911,0,thely regular asymptotes. quickl
89074,356291,12874,F,182706.1,736214400.0,3-MEDIUM,Clerk#000000746,0,sely according to the even deposits. dependencies u
89075,356292,43756,F,216503.26,788918400.0,3-MEDIUM,Clerk#000000073,0,g alongside of the furiously even packages. furiously special 
89076,356293,95114,O,336583.73,806803200.0,5-LOW,Clerk#000000734,0,accounts haggle around the quickly regular requests.
89077,356294,25591,O,128976.66,862099200.0,3-MEDIUM,Clerk#000000141,0,olites. carefully ironic requests alongside of the carefully iro
89078,356295,34099,O,10364.11,801878400.0,4-NOT SPECIFIED,Clerk#000000704,0,unts cajole blithely ironic platelets. slyly
89079,356320,81692,F,180409.84,737683200.0,5-LOW,Clerk#000000887,0,carefully final dolphins was slyly. quickly final dolphins after the quickly 
89080,356321,36491,O,67286.81,850867200.0,5-LOW,Clerk#000000574,0,leep alongside of the slyly final packages. quickly bold accoun
89081,356322,98818,O,156241.05,864259200.0,5-LOW,Clerk#000000814,0,quests cajole. foxes h
89082,356323,13097,O,109824.85,822096000.0,3-MEDIUM,Clerk#000000814,0,s. quickly unusual foxes cajole furiously along the fluffily
89083,356324,59800,F,124682.33,708134400.0,5-LOW,Clerk#000000867,0,"l requests nag furiously? busy, fluffy t"
89084,356325,30115,O,174586.57,894326400.0,5-LOW,Clerk#000000748,0,ven deposits. furiousl
89085,356326,39926,O,219487.06,809222400.0,2-HIGH,Clerk#000000576,0,. fluffily final pinto beans above the slyly
89086,356327,83593,F,140823.3,742521600.0,4-NOT SPECIFIED,Clerk#000000386,0,ress ideas. express excuses haggle fl
89087,356352,26759,F,207363.31,764121600.0,4-NOT SPECIFIED,Clerk#000000422,0, to the silent deposits. iron
89088,356353,32734,O,160162.71,805852800.0,3-MEDIUM,Clerk#000000745,0,alongside of the accounts. 
89089,356354,82856,F,119988.67,786499200.0,2-HIGH,Clerk#000000059,0,luffily slyly regular deposits: final 
89090,356355,105706,O,87031.16,874800000.0,4-NOT SPECIFIED,Clerk#000000228,0,l theodolites cajole. deposits are carefully above the bol
89091,356356,130816,O,241420.42,882057600.0,3-MEDIUM,Clerk#000000361,0,ronic packages affix
89092,356357,50623,O,219982.25,839635200.0,1-URGENT,Clerk#000000511,0,"gular, special deposits"
89093,356358,1988,F,162552.24,793152000.0,4-NOT SPECIFIED,Clerk#000000501,0,lets. silent theodolites 
89094,356359,102269,O,169553.58,864518400.0,4-NOT SPECIFIED,Clerk#000000714,0,"onic asymptotes cajole blithely ironic instructions. unusual, p"
89095,356384,128084,O,157482.05,847411200.0,1-URGENT,Clerk#000000288,0,ffily regular pinto beans. qu
89096,356385,56390,O,121994.65,835401600.0,4-NOT SPECIFIED,Clerk#000000321,0,beans: carefully silent pinto beans above the pinto beans boost
89097,356386,31543,O,139737.82,840931200.0,1-URGENT,Clerk#000000413,0,he accounts wake fluffily fluffily even deposits. caref
89098,356387,41464,F,243159.08,746496000.0,5-LOW,Clerk#000000063,0,lar dolphins are stealthily fluffily unusual instructions. slyly r
89099,356388,111071,O,119094.48,893980800.0,1-URGENT,Clerk#000000028,0,"he special ideas sleep regular, regul"
89100,356389,12055,F,105430.22,761961600.0,3-MEDIUM,Clerk#000000261,0,ly final gifts cajole fluffily carefully ironic deposits. packages above the
89101,356390,75569,O,131951.09,896400000.0,5-LOW,Clerk#000000926,0,ounts. fluffily regular requests boost carefully above the blithely pend
89102,356391,36832,O,365158.21,822787200.0,5-LOW,Clerk#000000245,0,thely furiously special instructi
89103,356416,115879,F,178317.74,791251200.0,5-LOW,Clerk#000000245,0,"eas haggle carefully ironic deposits. special, bold deposit"
89104,356417,120499,O,177060.9,876009600.0,2-HIGH,Clerk#000000216,0,he blithely final accounts wake sl
89105,356418,50354,O,232604.31,885081600.0,3-MEDIUM,Clerk#000000344,0,efully regular deposits according to the slyly brave dependencies haggle 
89106,356419,134899,O,226299.96,895708800.0,2-HIGH,Clerk#000000886,0,althy ideas. unusual
89107,356420,134159,O,211593.87,855619200.0,2-HIGH,Clerk#000000974,0,l packages. ironic braids integrat
89108,356421,144631,O,166731.71,810777600.0,2-HIGH,Clerk#000000592,0,uickly express instructions mold according to the silent requests. sly
89109,356422,62029,O,143628.23,879292800.0,4-NOT SPECIFIED,Clerk#000000483,0, to the accounts haggle above the furiously pending theodolites; fluff
89110,356423,1051,O,123454.2,805766400.0,2-HIGH,Clerk#000000657,0,olites are slyly deposits. pending
89111,356448,94396,F,297117.54,751680000.0,2-HIGH,Clerk#000000321,0, silent packages integrate blithely above the qu
89112,356449,108652,O,352594.72,818640000.0,5-LOW,Clerk#000000302,0,s engage blithely carefully 
89113,356450,1246,F,47422.0,790819200.0,2-HIGH,Clerk#000000516,0,ilent instructions. quickly special requests am
89114,356451,59947,F,57622.36,793238400.0,5-LOW,Clerk#000000610,0,ic theodolites. quickly ironic foxe
89115,356452,117871,O,442439.79,860889600.0,2-HIGH,Clerk#000000467,0,ent pinto beans. daringly 
89116,356453,133030,F,135605.69,753926400.0,1-URGENT,Clerk#000000705,0,n theodolites sleep quickly. blithely slow theodolites ac
89117,356454,62830,F,32296.34,740793600.0,2-HIGH,Clerk#000000178,0,s haggle slyly regular requests. instructions above the furiously silent acco
89118,356455,114488,O,258608.35,899078400.0,2-HIGH,Clerk#000000600,0,y bold excuses. special platelets integrate furiously
89119,356480,148786,O,120460.1,895536000.0,5-LOW,Clerk#000000511,0,ual instructions. pending ideas wake furiously regular warhors
89120,356481,117184,F,350318.83,791337600.0,1-URGENT,Clerk#000000504,0,e quickly express pinto beans. quickly
89121,356482,147886,O,25997.04,886032000.0,1-URGENT,Clerk#000000096,0,ages. even foxes sleep quickly express sauternes. furiously iron
89122,356483,4297,F,331255.21,738806400.0,4-NOT SPECIFIED,Clerk#000000259,0,unts. slyly bold theodolites above the quickly speci
89123,356484,44342,F,137538.86,774403200.0,3-MEDIUM,Clerk#000000127,0,ctions haggle slyly across the bold packages. sly
89124,356485,43843,O,37638.93,837388800.0,2-HIGH,Clerk#000000972,0,e the quickly even theodolites. carefu
89125,356486,55687,O,87739.36,861062400.0,5-LOW,Clerk#000000283,0,gular instructions wake. furiously pending pinto beans sleep above t
89126,356487,77266,F,194894.34,770428800.0,4-NOT SPECIFIED,Clerk#000000471,0,old pinto beans affix. packag
89127,356512,48317,O,84906.55,829526400.0,2-HIGH,Clerk#000000673,0, pending accounts sleep fluffily. sly
89128,356513,109544,O,102571.21,873936000.0,5-LOW,Clerk#000000470,0,ously even foxes. carefully special foxes w
89129,356514,511,O,90765.32,861667200.0,5-LOW,Clerk#000000196,0,y among the packages. ironic dolphins after the ruthlessly unus
89130,356515,11036,O,216370.39,839376000.0,4-NOT SPECIFIED,Clerk#000000980,0,otes. furiously ironic accounts haggle qu
89131,356516,75817,F,272551.81,760492800.0,5-LOW,Clerk#000000676,0,carefully even accounts. even packages after the carefully express
89132,356517,134933,F,148922.51,736041600.0,2-HIGH,Clerk#000000450,0,play slyly along the unusual deposits. furiously 
89133,356518,117931,O,116262.45,816480000.0,5-LOW,Clerk#000000500,0,eposits around the fluff
89134,356519,94288,F,39963.05,759024000.0,5-LOW,Clerk#000000386,0,refully about the express accounts. instructions sleep 
89135,356544,77473,F,189985.54,759369600.0,1-URGENT,Clerk#000000210,0,"furiously ironic requests. express, bold theodolites nag carefully along the "
89136,356545,74918,O,46626.42,887846400.0,4-NOT SPECIFIED,Clerk#000000526,0,ly final dependencies
89137,356546,39103,F,67460.14,793238400.0,5-LOW,Clerk#000000020,0,lithely pinto beans. regular instructions use slyly 
89138,356547,50996,F,228134.82,746323200.0,4-NOT SPECIFIED,Clerk#000000030,0,hockey players haggle quickly along the furiously pending theodolites. speci
89139,356548,125635,F,21076.52,749260800.0,1-URGENT,Clerk#000000822,0,s haggle across the furiously careful
89140,356549,116782,O,286057.14,805852800.0,2-HIGH,Clerk#000000684,0,"rding to the dugouts. silent, final pinto beans agains"
89141,356550,124535,F,55335.8,701395200.0,2-HIGH,Clerk#000000449,0,ess pinto beans. bl
89142,356551,103280,O,95510.38,873763200.0,5-LOW,Clerk#000000283,0,s. furiously regular ideas could sl
89143,356576,17015,F,160575.92,792633600.0,3-MEDIUM,Clerk#000000349,0,ously ironic requests sleep carefully about the bold packages. silent req
89144,356577,63478,F,235124.82,786412800.0,1-URGENT,Clerk#000000951,0,asymptotes. instructions 
89145,356578,44789,F,71863.27,746841600.0,1-URGENT,Clerk#000000367,0,nic courts about the pinto beans wake ironically af
89146,356579,63008,O,120589.73,893203200.0,1-URGENT,Clerk#000000745,0,ing foxes detect daringly quietly pending foxes. 
89147,356580,119956,F,51234.17,733449600.0,2-HIGH,Clerk#000000257,0,fully final accounts. blithely regular instructions sleep 
89148,356581,77113,F,196935.1,752198400.0,4-NOT SPECIFIED,Clerk#000000808,0,es. ironic asymptotes haggle carefully blithely regular forges. sly
89149,356582,11803,O,184948.89,830649600.0,2-HIGH,Clerk#000000524,0,g packages! fluffily express accounts c
89150,356583,54247,F,249924.82,716169600.0,3-MEDIUM,Clerk#000000595,0,"ithely. special, bold pinto beans wake "
89151,356608,13273,F,260699.89,751680000.0,1-URGENT,Clerk#000000967,0,ording to the express depo
89152,356609,13157,O,135051.44,845251200.0,4-NOT SPECIFIED,Clerk#000000856,0,ckages. regular requests cajole along the carefully regular package
89153,356610,23272,F,90174.72,772934400.0,1-URGENT,Clerk#000000043,0,s. carefully final accounts according to the regular packag
89154,356611,76531,F,399557.43,714355200.0,1-URGENT,Clerk#000000650,0,old deposits. slyly even
89155,356612,124442,O,315452.48,803260800.0,5-LOW,Clerk#000000238,0,arefully regular platelets. unusual pinto beans cajole across t
89156,356613,44831,O,126503.43,880416000.0,3-MEDIUM,Clerk#000000416,0,ve the slyly express packages. fluffily bold ideas throughout the regula
89157,356614,10339,O,354210.15,806544000.0,3-MEDIUM,Clerk#000000198,0,he furiously ironic foxes. quickl
89158,356615,36880,O,49399.45,839548800.0,2-HIGH,Clerk#000000925,0,ithely about the carefully bold accounts. f
89159,356640,11320,F,297019.62,768700800.0,5-LOW,Clerk#000000609,0, excuses haggle furiously above the requests. blithely re
89160,356641,38557,F,85665.11,743212800.0,1-URGENT,Clerk#000000341,0,"egular packages doubt. ironic, ironic d"
89161,356642,15100,O,4840.08,804297600.0,5-LOW,Clerk#000000029,0,"blithely after the special accounts. final, final "
89162,356643,126775,O,131496.65,846115200.0,2-HIGH,Clerk#000000067,0,ackages. special packages haggle silently across the final theodolites. final
89163,356644,88462,O,312274.21,863308800.0,3-MEDIUM,Clerk#000000806,0,y final dolphins. quickly unusual accounts c
89164,356645,119545,F,195820.7,725846400.0,1-URGENT,Clerk#000000036,0,ches believe. doggedl
89165,356646,86290,F,166184.22,728956800.0,4-NOT SPECIFIED,Clerk#000000345,0,s. blithely pending packages integrate blithely slyly ironic accounts? bli
89166,356647,61471,O,55874.7,882489600.0,5-LOW,Clerk#000000734,0,cross the blithely pendin
89167,356672,79936,F,50595.11,759024000.0,1-URGENT,Clerk#000000289,0,oost carefully furiously bold dugouts. even instructions hinder. furiously ir
89168,356673,59089,F,36831.84,779241600.0,1-URGENT,Clerk#000000171,0,riously final courts.
89169,356674,99217,O,230213.71,899769600.0,1-URGENT,Clerk#000000261,0,vely regular requests. furiously
89170,356675,136369,O,312377.38,842659200.0,5-LOW,Clerk#000000663,0,hely express accounts. quiet gifts are fluffily regular accounts? 
89171,356676,70240,F,179645.67,720057600.0,5-LOW,Clerk#000000615,0,ing to the slyly special
89172,356677,2326,F,162092.36,723859200.0,2-HIGH,Clerk#000000364,0,ons mold busily slyly ironi
89173,356678,86896,F,206222.05,737683200.0,5-LOW,Clerk#000000141,0,en foxes. slyly ruthless pains are. fin
89174,356679,46853,O,76923.71,817862400.0,1-URGENT,Clerk#000000551,0,orses cajole slyly carefully reg
89175,356704,104027,O,81058.53,814579200.0,4-NOT SPECIFIED,Clerk#000000925,0,"ngside of the even,"
89176,356705,129653,O,46251.04,857606400.0,5-LOW,Clerk#000000885,0,ts. pending accounts along the furiously final frets haggle 
89177,356706,11795,O,173531.3,813283200.0,3-MEDIUM,Clerk#000000176,0,"the unusual, bold ideas mol"
89178,356707,78607,F,12554.22,705888000.0,4-NOT SPECIFIED,Clerk#000000094,0,ess requests. ironic dependencies must have to are furiou
89179,356708,77968,O,182288.77,850953600.0,4-NOT SPECIFIED,Clerk#000000450,0,"lyly along the regular, e"
89180,356709,140899,F,177072.36,747964800.0,5-LOW,Clerk#000000771,0,"ke thinly? quickly even packages boost even requests. silent, expre"
89181,356710,6313,O,128097.18,894672000.0,4-NOT SPECIFIED,Clerk#000000539,0,e quickly even accounts wake across the car
89182,356711,24322,O,180753.02,810518400.0,4-NOT SPECIFIED,Clerk#000000739,0,t furiously theodolites.
89183,356736,24094,O,88594.41,838425600.0,1-URGENT,Clerk#000000359,0,osits. unusual ideas integrate carefully. i
89184,356737,66436,O,84251.67,899510400.0,2-HIGH,Clerk#000000098,0,ffix quickly according to the carefully pending asymptotes. slyly 
89185,356738,139549,F,166624.92,723168000.0,1-URGENT,Clerk#000000576,0,along the special pinto beans. bravely pending theodolites 
89186,356739,135992,F,257227.44,702172800.0,1-URGENT,Clerk#000000315,0,usly ironic packages nag
89187,356740,65650,F,70620.19,703468800.0,3-MEDIUM,Clerk#000000196,0,xcuses. accounts wake. quickly unusual ideas haggle furiously. car
89188,356741,107131,P,116714.91,798422400.0,3-MEDIUM,Clerk#000000993,0,the slyly even depths. even instructions haggle furiou
89189,356742,90343,F,144578.76,736992000.0,4-NOT SPECIFIED,Clerk#000000707,0,lites. carefully ruthless requests acc
89190,356743,66139,F,237888.75,718502400.0,4-NOT SPECIFIED,Clerk#000000523,0, requests detect blithely. final platelets are. carefully regular foxes subla
89191,356768,86815,F,230321.17,705283200.0,2-HIGH,Clerk#000000968,0,nstructions haggle slyly blithely bold requ
89192,356769,25861,F,62224.6,711244800.0,5-LOW,Clerk#000000409,0,lyly ironic deposits wake quickly against the accounts. unusual deposits sl
89193,356770,70721,O,101800.76,839116800.0,4-NOT SPECIFIED,Clerk#000000276,0," even, final dolphins alongside of the furiously pending instructio"
89194,356771,148391,O,78173.62,859680000.0,4-NOT SPECIFIED,Clerk#000000922,0,out the special deposits
89195,356772,97489,F,42401.12,797385600.0,2-HIGH,Clerk#000000756,0,ounts; furiously unusual deposits hang furiously among the carefully special 
89196,356773,15110,O,32620.45,840844800.0,2-HIGH,Clerk#000000142,0, quietly ironic requests. blit
89197,356774,700,F,136268.65,749952000.0,1-URGENT,Clerk#000000039,0,ly slyly ironic packages. slyly silent instructions boost quickly
89198,356775,46151,O,54008.02,895536000.0,5-LOW,Clerk#000000400,0,its are. ideas cajole furiously. re
89199,356800,148840,O,290683.38,805334400.0,1-URGENT,Clerk#000000817,0,reach quickly final ideas. final multipliers use blithely 
89200,356801,145240,O,70476.65,842227200.0,5-LOW,Clerk#000000281,0,ndencies boost. slyly silen
89201,356802,71149,F,96124.24,779241600.0,5-LOW,Clerk#000000038,0,"quests: final foxes believe slyly regular, final accou"
89202,356803,148985,F,20386.89,748224000.0,2-HIGH,Clerk#000000797,0,y even packages. quickly re
89203,356804,29243,O,169889.56,891043200.0,5-LOW,Clerk#000000241,0, accounts. slyly special ideas at the quietly final deposits sleep caref
89204,356805,75877,F,240899.48,787190400.0,2-HIGH,Clerk#000000728,0,cross the blithely regular courts. carefully idle
89205,356806,106430,O,128266.71,899251200.0,2-HIGH,Clerk#000000364,0, even accounts haggle blithely finally pending instructions. speci
89206,356807,3731,F,145011.27,737683200.0,1-URGENT,Clerk#000000470,0,ependencies. slyly silent instructions integrate fluffily. fluffily bold pinto
89207,356832,149819,O,251421.46,822787200.0,4-NOT SPECIFIED,Clerk#000000473,0,"s print slyly even, slow pains. slyly even ideas use blithely special, expre"
89208,356833,100961,F,36228.52,778291200.0,2-HIGH,Clerk#000000372,0,nts. pinto beans to the quickly final instructions cajole busily about the ca
89209,356834,48193,F,117205.25,718934400.0,2-HIGH,Clerk#000000531,0,pending instructions. bold requests sl
89210,356835,98311,O,111242.13,871344000.0,5-LOW,Clerk#000000950,0,ttainments use except the 
89211,356836,54895,O,179940.17,887155200.0,3-MEDIUM,Clerk#000000138,0,le blithely sometimes special 
89212,356837,112706,O,174614.96,849398400.0,4-NOT SPECIFIED,Clerk#000000337,0,s along the ideas haggle furious
89213,356838,47812,F,119096.22,696556800.0,2-HIGH,Clerk#000000890,0,iously silent deposits snooze carefully fluffily regular
89214,356839,4375,F,9054.72,793411200.0,1-URGENT,Clerk#000000667,0,arefully even asymptotes. ironic packages are. carefully final 
89215,356864,17734,O,165287.15,808444800.0,1-URGENT,Clerk#000000709,0, detect. furiously pending ideas use furiously to the blithely final request
89216,356865,138014,O,253416.09,838857600.0,3-MEDIUM,Clerk#000000216,0,final asymptotes to the busily unusual accounts sleep carefully final the
89217,356866,144259,O,179409.03,859939200.0,1-URGENT,Clerk#000000867,0,lar dependencies after the carefull
89218,356867,89741,F,193288.93,765849600.0,5-LOW,Clerk#000000648,0,egular packages wake around the carefu
89219,356868,14923,O,145418.98,813283200.0,2-HIGH,Clerk#000000935,0,ular theodolites. carefully stealthy packages against the furiously
89220,356869,133249,F,142963.25,703468800.0,4-NOT SPECIFIED,Clerk#000000228,0,aggle among the sly
89221,356870,10492,O,264367.5,856396800.0,1-URGENT,Clerk#000000573,0,e carefully across the quickly regular foxe
89222,356871,77527,O,59519.9,865296000.0,1-URGENT,Clerk#000000930,0,anently regular accounts. requests use. carefully express accounts dazzl
89223,356896,88300,F,231367.53,745891200.0,5-LOW,Clerk#000000889,0,bove the blithely final deposits are across the furiously pending depo
